Headline_ID,Ticker,Headline,Sentiment_Score,Daily_Return_Pct,Market_Movement
1050,NVDA,Inflation fears and macro headwinds pressure NVDA valuations lower.,-0.5627,-2.0,0
1051,AAPL,AAPL trades sideways amidst broader market consolidation.,-0.0661,0.25,1
1052,NVDA,NVDA announces routine board member appointment.,-0.0617,-1.77,0
1053,META,Analysts raise price target for META following strong demand metrics.,0.4517,2.15,1
1054,NVDA,Inflation fears and macro headwinds pressure NVDA valuations lower.,-0.8246,-2.81,0
1055,GOOGL,GOOGL announces strategic acquisition to boost AI infrastructure.,0.661,2.6,1
1056,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.5657,2.43,1
1057,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.8702,3.06,1
1058,ETH,Analyst downgrade for ETH citing margin compression and slow growth.,-0.56,-1.26,0
1059,NVDA,"NVDA secures major enterprise partnership, expanding market dominance.",0.6973,3.95,1
1060,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.3609,-1.8,0
1061,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.7998,-4.39,0
1062,BTC,Analyst downgrade for BTC citing margin compression and slow growth.,-0.3708,-0.96,0
1063,META,Institutional investors surge buying in META after bullish earnings call.,0.4666,2.96,1
1064,BTC,BTC shares plummet following unexpected CEO departure and audit concerns.,-0.3683,-1.88,0
1065,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.6899,-3.1,0
1066,MSFT,MSFT announces strategic acquisition to boost AI infrastructure.,0.7676,3.36,1
1067,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.4439,1.81,1
1068,ETH,ETH shares plummet following unexpected CEO departure and audit concerns.,-0.567,-3.27,0
1069,META,META shares plummet following unexpected CEO departure and audit concerns.,-0.583,-3.26,0
1070,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.7449,-2.99,0
1071,MSFT,Strong subscriber growth drives MSFT shares to new 52-week high.,0.8633,2.83,1
1072,MSFT,MSFT misses Q3 earnings estimates amid rising operational costs.,-0.6712,-0.85,0
1073,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.9195,2.96,1
1074,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.6264,-1.77,0
1075,AMZN,Inflation fears and macro headwinds pressure AMZN valuations lower.,-0.5645,-1.92,0
1076,AMZN,"Regulatory scrutiny intensifies for AMZN, causing stock slump.",-0.606,-2.43,0
1077,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.4576,-0.69,0
1078,BTC,BTC announces routine board member appointment.,-0.0678,0.12,0
1079,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.7598,2.49,1
1080,TSLA,TSLA announces strategic acquisition to boost AI infrastructure.,0.4209,1.08,1
1081,MSFT,Analysts raise price target for MSFT following strong demand metrics.,0.8765,3.72,1
1082,ETH,ETH shares plummet following unexpected CEO departure and audit concerns.,-0.4996,-1.25,0
1083,NVDA,NVDA announces routine board member appointment.,-0.0384,0.3,1
1084,MSFT,MSFT announces strategic acquisition to boost AI infrastructure.,0.8005,2.64,1
1085,ETH,Strong subscriber growth drives ETH shares to new 52-week high.,0.8915,4.16,1
1086,GOOGL,Analysts raise price target for GOOGL following strong demand metrics.,0.5835,2.06,1
1087,ETH,ETH misses Q3 earnings estimates amid rising operational costs.,-0.7584,-1.12,0
1088,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.5472,2.77,1
1089,MSFT,"MSFT reports cybersecurity breach, prompting investor selloff.",-0.4812,-0.23,0
1090,ETH,Analyst downgrade for ETH citing margin compression and slow growth.,-0.4299,-1.18,0
1091,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.4835,2.4,1
1092,TSLA,Institutional investors surge buying in TSLA after bullish earnings call.,0.4899,1.53,1
1093,BTC,BTC reports record quarterly revenue exceeding Wall Street expectations.,0.8782,3.31,1
1094,AMZN,"AMZN secures major enterprise partnership, expanding market dominance.",0.4001,1.25,1
1095,GOOGL,"Regulatory scrutiny intensifies for GOOGL, causing stock slump.",-0.4062,-1.44,0
1096,TSLA,"Regulatory scrutiny intensifies for TSLA, causing stock slump.",-0.5054,-2.57,0
1097,BTC,BTC reports record quarterly revenue exceeding Wall Street expectations.,0.7965,1.9,1
1098,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.3997,2.01,1
1099,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.8313,2.95,1
1100,MSFT,Institutional investors surge buying in MSFT after bullish earnings call.,0.9458,3.62,1
1101,MSFT,Analysts raise price target for MSFT following strong demand metrics.,0.9316,5.08,1
1102,AAPL,Decreased consumer demand hits AAPL quarterly profit margins.,-0.7195,-2.19,0
1103,META,"META secures major enterprise partnership, expanding market dominance.",0.9252,3.12,1
1104,BTC,Inflation fears and macro headwinds pressure BTC valuations lower.,-0.8482,-3.45,0
1105,AMZN,"Regulatory scrutiny intensifies for AMZN, causing stock slump.",-0.8124,-3.48,0
1106,AMZN,AMZN schedules upcoming annual shareholder meeting for next month.,-0.0661,-1.3,0
1107,NVDA,"Regulatory scrutiny intensifies for NVDA, causing stock slump.",-0.7,-1.83,0
1108,BTC,Market analysts maintain neutral rating on BTC ahead of earnings.,-0.1364,-0.36,0
1109,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.3576,-1.02,0
1110,ETH,Market analysts maintain neutral rating on ETH ahead of earnings.,0.0207,-0.81,0
1111,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.3582,1.43,1
1112,MSFT,Market analysts maintain neutral rating on MSFT ahead of earnings.,0.0166,-0.33,1
1113,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.8016,-3.66,0
1114,NVDA,"NVDA secures major enterprise partnership, expanding market dominance.",0.4872,1.59,1
1115,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.7351,-2.31,0
1116,TSLA,"TSLA faces supply chain bottlenecks, lowering annual guidance.",-0.6379,-2.83,0
1117,AAPL,AAPL shares plummet following unexpected CEO departure and audit concerns.,-0.897,-2.81,0
1118,META,META shares plummet following unexpected CEO departure and audit concerns.,-0.5664,-0.91,0
1119,NVDA,NVDA announces routine board member appointment.,0.1441,1.16,1
1120,NVDA,NVDA announces routine board member appointment.,0.0142,1.69,0
1121,META,META misses Q3 earnings estimates amid rising operational costs.,-0.3803,-2.69,0
1122,BTC,Strong subscriber growth drives BTC shares to new 52-week high.,0.6456,2.22,1
1123,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.8732,-3.94,0
1124,BTC,"Federal Reserve signals rate cut interest, sparking market rally in BTC.",0.6344,2.61,1
1125,TSLA,"TSLA faces supply chain bottlenecks, lowering annual guidance.",-0.9255,-3.66,0
1126,GOOGL,GOOGL reports record quarterly revenue exceeding Wall Street expectations.,0.6707,1.71,1
1127,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.7642,2.12,1
1128,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.4007,1.57,1
1129,NVDA,NVDA announces strategic acquisition to boost AI infrastructure.,0.672,2.32,1
1130,META,"Regulatory scrutiny intensifies for META, causing stock slump.",-0.5015,-1.71,0
1131,BTC,Analysts raise price target for BTC following strong demand metrics.,0.8871,5.57,1
1132,TSLA,Analysts raise price target for TSLA following strong demand metrics.,0.5883,2.95,1
1133,ETH,Analyst downgrade for ETH citing margin compression and slow growth.,-0.938,-4.13,0
1134,ETH,ETH announces routine board member appointment.,-0.0078,-0.55,0
1135,ETH,"ETH reports cybersecurity breach, prompting investor selloff.",-0.5995,-1.78,0
1136,BTC,Analysts raise price target for BTC following strong demand metrics.,0.5773,3.34,1
1137,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.7145,2.49,1
1138,GOOGL,GOOGL misses Q3 earnings estimates amid rising operational costs.,-0.9455,-4.62,0
1139,MSFT,MSFT announces strategic acquisition to boost AI infrastructure.,0.6427,2.89,1
1140,GOOGL,Market analysts maintain neutral rating on GOOGL ahead of earnings.,0.0963,0.45,1
1141,BTC,BTC shares plummet following unexpected CEO departure and audit concerns.,-0.4883,-2.16,0
1142,NVDA,"NVDA secures major enterprise partnership, expanding market dominance.",0.4954,0.93,1
1143,AAPL,Inflation fears and macro headwinds pressure AAPL valuations lower.,-0.8976,-2.53,0
1144,NVDA,"NVDA launches groundbreaking AI product line, driving analyst upgrades.",0.6226,2.19,1
1145,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.471,1.18,1
1146,MSFT,MSFT reports record quarterly revenue exceeding Wall Street expectations.,0.7074,2.68,1
1147,BTC,"BTC faces supply chain bottlenecks, lowering annual guidance.",-0.7407,-2.46,0
1148,NVDA,"Federal Reserve signals rate cut interest, sparking market rally in NVDA.",0.783,2.81,1
1149,BTC,BTC shares plummet following unexpected CEO departure and audit concerns.,-0.829,-3.16,0
1150,MSFT,Strong subscriber growth drives MSFT shares to new 52-week high.,0.6638,2.07,1
1151,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.5855,1.85,1
1152,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.5014,-0.71,0
1153,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.5849,1.45,1
1154,BTC,"BTC faces supply chain bottlenecks, lowering annual guidance.",-0.6911,-2.37,0
1155,NVDA,Inflation fears and macro headwinds pressure NVDA valuations lower.,-0.5338,-0.5,0
1156,AMZN,AMZN schedules upcoming annual shareholder meeting for next month.,-0.0565,-0.22,0
1157,META,"META secures major enterprise partnership, expanding market dominance.",0.6919,2.8,1
1158,AAPL,Institutional investors surge buying in AAPL after bullish earnings call.,0.4164,1.72,1
1159,AMZN,Analyst downgrade for AMZN citing margin compression and slow growth.,-0.7116,-2.85,0
1160,AMZN,"Regulatory scrutiny intensifies for AMZN, causing stock slump.",-0.9427,-3.0,0
1161,NVDA,Analyst downgrade for NVDA citing margin compression and slow growth.,-0.5203,-0.88,0
1162,BTC,Inflation fears and macro headwinds pressure BTC valuations lower.,-0.6958,-2.15,0
1163,BTC,BTC misses Q3 earnings estimates amid rising operational costs.,-0.7964,-2.27,0
1164,AMZN,AMZN trades sideways amidst broader market consolidation.,0.1267,1.7,1
1165,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.9086,-3.44,0
1166,AMZN,AMZN reports record quarterly revenue exceeding Wall Street expectations.,0.5493,1.55,1
1167,GOOGL,Inflation fears and macro headwinds pressure GOOGL valuations lower.,-0.5853,-0.93,0
1168,AMZN,"Regulatory scrutiny intensifies for AMZN, causing stock slump.",-0.7499,-3.18,0
1169,AMZN,"AMZN faces supply chain bottlenecks, lowering annual guidance.",-0.3962,-2.63,0
1170,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.6785,-4.6,0
1171,NVDA,NVDA reports record quarterly revenue exceeding Wall Street expectations.,0.649,2.92,1
1172,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.5706,-2.12,0
1173,TSLA,"TSLA reports cybersecurity breach, prompting investor selloff.",-0.3647,0.54,0
1174,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.4607,0.31,1
1175,META,META shares plummet following unexpected CEO departure and audit concerns.,-0.7116,-1.41,0
1176,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.8519,2.72,1
1177,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.7784,4.67,1
1178,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.8092,4.39,1
1179,AMZN,Institutional investors surge buying in AMZN after bullish earnings call.,0.3953,0.72,1
1180,NVDA,Analyst downgrade for NVDA citing margin compression and slow growth.,-0.4696,-0.91,0
1181,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.8702,4.02,1
1182,NVDA,Analysts raise price target for NVDA following strong demand metrics.,0.6533,0.55,1
1183,BTC,BTC announces strategic acquisition to boost AI infrastructure.,0.6917,2.54,1
1184,BTC,"Federal Reserve signals rate cut interest, sparking market rally in BTC.",0.9432,4.08,1
1185,BTC,Inflation fears and macro headwinds pressure BTC valuations lower.,-0.7117,-3.36,0
1186,META,META holds steady as investors await upcoming inflation report.,-0.1243,0.06,0
1187,NVDA,Analysts raise price target for NVDA following strong demand metrics.,0.6998,3.19,1
1188,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.8451,2.81,1
1189,NVDA,Analyst downgrade for NVDA citing margin compression and slow growth.,-0.4516,-0.63,0
1190,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.4817,1.15,1
1191,GOOGL,GOOGL misses Q3 earnings estimates amid rising operational costs.,-0.4289,-0.72,0
1192,AAPL,AAPL misses Q3 earnings estimates amid rising operational costs.,-0.7888,-2.79,0
1193,BTC,BTC misses Q3 earnings estimates amid rising operational costs.,-0.7953,-2.65,0
1194,AMZN,Institutional investors surge buying in AMZN after bullish earnings call.,0.453,1.44,1
1195,META,Decreased consumer demand hits META quarterly profit margins.,-0.4014,-1.25,0
1196,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.7409,1.81,1
1197,META,Strong subscriber growth drives META shares to new 52-week high.,0.4321,2.81,1
1198,ETH,"Regulatory scrutiny intensifies for ETH, causing stock slump.",-0.4014,-0.15,0
1199,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.6032,2.41,1
1200,AAPL,"AAPL secures major enterprise partnership, expanding market dominance.",0.8126,2.75,1
1201,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.7366,-3.36,0
1202,NVDA,NVDA trades sideways amidst broader market consolidation.,-0.0049,0.83,0
1203,AMZN,"AMZN secures major enterprise partnership, expanding market dominance.",0.3809,3.38,1
1204,TSLA,"Regulatory scrutiny intensifies for TSLA, causing stock slump.",-0.886,-3.18,0
1205,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.6473,1.76,1
1206,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.8296,4.35,1
1207,NVDA,"NVDA launches groundbreaking AI product line, driving analyst upgrades.",0.4119,2.23,1
1208,AAPL,"AAPL launches groundbreaking AI product line, driving analyst upgrades.",0.7643,2.2,1
1209,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.9249,3.79,1
1210,AAPL,Decreased consumer demand hits AAPL quarterly profit margins.,-0.5677,-0.96,0
1211,BTC,BTC reports record quarterly revenue exceeding Wall Street expectations.,0.738,2.36,1
1212,META,META holds steady as investors await upcoming inflation report.,0.0204,0.17,1
1213,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.3954,-0.48,0
1214,META,"META faces supply chain bottlenecks, lowering annual guidance.",-0.4527,-1.65,0
1215,AAPL,Inflation fears and macro headwinds pressure AAPL valuations lower.,-0.812,-3.68,0
1216,META,META announces strategic acquisition to boost AI infrastructure.,0.5392,2.91,1
1217,AAPL,Decreased consumer demand hits AAPL quarterly profit margins.,-0.7587,-1.96,0
1218,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.9442,3.53,1
1219,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.9134,4.18,1
1220,MSFT,Inflation fears and macro headwinds pressure MSFT valuations lower.,-0.4258,-2.04,0
1221,ETH,ETH misses Q3 earnings estimates amid rising operational costs.,-0.7482,-1.23,0
1222,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.5282,1.98,1
1223,TSLA,Strong subscriber growth drives TSLA shares to new 52-week high.,0.7035,2.83,1
1224,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.7578,2.45,1
1225,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.5969,-1.42,0
1226,TSLA,"TSLA secures major enterprise partnership, expanding market dominance.",0.389,1.53,1
1227,BTC,BTC trades sideways amidst broader market consolidation.,0.0992,0.24,0
1228,ETH,Analysts raise price target for ETH following strong demand metrics.,0.8457,2.56,1
1229,MSFT,MSFT announces strategic acquisition to boost AI infrastructure.,0.4798,3.68,1
1230,AAPL,"AAPL launches groundbreaking AI product line, driving analyst upgrades.",0.6591,2.68,1
1231,TSLA,Inflation fears and macro headwinds pressure TSLA valuations lower.,-0.4115,0.35,0
1232,ETH,Decreased consumer demand hits ETH quarterly profit margins.,-0.4339,-2.05,0
1233,ETH,Analysts raise price target for ETH following strong demand metrics.,0.4277,1.73,1
1234,BTC,Market analysts maintain neutral rating on BTC ahead of earnings.,-0.1239,-0.17,0
1235,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.3793,1.77,1
1236,MSFT,MSFT holds steady as investors await upcoming inflation report.,-0.0015,0.03,0
1237,NVDA,Inflation fears and macro headwinds pressure NVDA valuations lower.,-0.5527,-1.05,0
1238,AAPL,Market analysts maintain neutral rating on AAPL ahead of earnings.,0.1104,0.49,0
1239,ETH,Institutional investors surge buying in ETH after bullish earnings call.,0.7685,3.5,1
1240,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.8785,4.3,1
1241,ETH,ETH announces strategic acquisition to boost AI infrastructure.,0.3531,0.8,1
1242,META,"META secures major enterprise partnership, expanding market dominance.",0.6837,2.9,1
1243,META,Institutional investors surge buying in META after bullish earnings call.,0.7202,2.54,1
1244,TSLA,Inflation fears and macro headwinds pressure TSLA valuations lower.,-0.4588,-1.53,0
1245,GOOGL,GOOGL announces strategic acquisition to boost AI infrastructure.,0.6748,2.29,1
1246,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.4543,1.81,1
1247,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.4498,2.18,1
1248,GOOGL,"GOOGL launches groundbreaking AI product line, driving analyst upgrades.",0.3948,2.16,1
1249,TSLA,TSLA trades sideways amidst broader market consolidation.,-0.0162,-1.42,1
1250,AAPL,AAPL announces strategic acquisition to boost AI infrastructure.,0.8413,4.05,1
1251,META,Strong subscriber growth drives META shares to new 52-week high.,0.6311,2.28,1
1252,AMZN,"AMZN reports cybersecurity breach, prompting investor selloff.",-0.5417,-0.96,0
1253,GOOGL,Analysts raise price target for GOOGL following strong demand metrics.,0.9205,3.04,1
1254,MSFT,MSFT trades sideways amidst broader market consolidation.,0.0416,-0.77,0
1255,ETH,Analysts raise price target for ETH following strong demand metrics.,0.5956,1.89,1
1256,NVDA,NVDA reports record quarterly revenue exceeding Wall Street expectations.,0.779,3.01,1
1257,TSLA,Market analysts maintain neutral rating on TSLA ahead of earnings.,0.1405,0.77,0
1258,TSLA,"TSLA faces supply chain bottlenecks, lowering annual guidance.",-0.4719,-1.29,0
1259,MSFT,MSFT holds steady as investors await upcoming inflation report.,0.035,-0.7,1
1260,AAPL,Analyst downgrade for AAPL citing margin compression and slow growth.,-0.6918,-2.46,0
1261,GOOGL,"GOOGL secures major enterprise partnership, expanding market dominance.",0.3885,0.09,1
1262,BTC,"Federal Reserve signals rate cut interest, sparking market rally in BTC.",0.6231,2.63,1
1263,BTC,Decreased consumer demand hits BTC quarterly profit margins.,-0.7145,-0.52,0
1264,ETH,ETH schedules upcoming annual shareholder meeting for next month.,-0.1381,-0.88,0
1265,BTC,"BTC secures major enterprise partnership, expanding market dominance.",0.942,3.29,1
1266,GOOGL,GOOGL reports record quarterly revenue exceeding Wall Street expectations.,0.6858,1.47,1
1267,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.6705,1.97,1
1268,META,META announces strategic acquisition to boost AI infrastructure.,0.4705,2.51,1
1269,TSLA,"Regulatory scrutiny intensifies for TSLA, causing stock slump.",-0.8495,-2.75,0
1270,NVDA,NVDA schedules upcoming annual shareholder meeting for next month.,0.1309,-0.18,0
1271,ETH,Inflation fears and macro headwinds pressure ETH valuations lower.,-0.3816,-0.32,0
1272,META,Inflation fears and macro headwinds pressure META valuations lower.,-0.6214,-1.73,0
1273,GOOGL,"GOOGL faces supply chain bottlenecks, lowering annual guidance.",-0.9255,-3.42,0
1274,TSLA,TSLA announces strategic acquisition to boost AI infrastructure.,0.7402,1.62,1
1275,ETH,ETH holds steady as investors await upcoming inflation report.,-0.0513,0.28,0
1276,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.853,-2.69,0
1277,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.7506,-3.02,0
1278,NVDA,NVDA shares plummet following unexpected CEO departure and audit concerns.,-0.699,0.03,0
1279,AAPL,AAPL misses Q3 earnings estimates amid rising operational costs.,-0.429,-0.76,0
1280,AMZN,Analyst downgrade for AMZN citing margin compression and slow growth.,-0.7274,-1.85,0
1281,AMZN,"Regulatory scrutiny intensifies for AMZN, causing stock slump.",-0.4298,-2.75,0
1282,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.8741,4.66,1
1283,TSLA,"TSLA reports cybersecurity breach, prompting investor selloff.",-0.7839,-2.1,0
1284,NVDA,Inflation fears and macro headwinds pressure NVDA valuations lower.,-0.4484,-1.43,0
1285,AAPL,"Federal Reserve signals rate cut interest, sparking market rally in AAPL.",0.5932,3.4,1
1286,TSLA,Institutional investors surge buying in TSLA after bullish earnings call.,0.3915,2.39,1
1287,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.593,3.31,1
1288,AMZN,Decreased consumer demand hits AMZN quarterly profit margins.,-0.5587,-0.51,0
1289,ETH,ETH holds steady as investors await upcoming inflation report.,0.1074,1.75,0
1290,AMZN,Market analysts maintain neutral rating on AMZN ahead of earnings.,0.1151,1.63,0
1291,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.7027,1.42,1
1292,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.6348,1.01,1
1293,AAPL,Inflation fears and macro headwinds pressure AAPL valuations lower.,-0.5988,-2.34,0
1294,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.4238,1.79,1
1295,MSFT,MSFT trades sideways amidst broader market consolidation.,0.042,0.3,0
1296,AMZN,Market analysts maintain neutral rating on AMZN ahead of earnings.,-0.1485,-1.24,1
1297,TSLA,Market analysts maintain neutral rating on TSLA ahead of earnings.,-0.0033,0.87,1
1298,META,Institutional investors surge buying in META after bullish earnings call.,0.4063,0.59,1
1299,BTC,Strong subscriber growth drives BTC shares to new 52-week high.,0.8709,3.49,1
1300,META,Market analysts maintain neutral rating on META ahead of earnings.,0.055,-0.54,0
1301,AAPL,"AAPL reports cybersecurity breach, prompting investor selloff.",-0.6076,-1.24,0
1302,NVDA,NVDA trades sideways amidst broader market consolidation.,0.0501,1.12,1
1303,TSLA,TSLA schedules upcoming annual shareholder meeting for next month.,0.1099,0.12,1
1304,ETH,"ETH launches groundbreaking AI product line, driving analyst upgrades.",0.5925,2.24,1
1305,AMZN,Decreased consumer demand hits AMZN quarterly profit margins.,-0.4092,-1.72,0
1306,AAPL,Strong subscriber growth drives AAPL shares to new 52-week high.,0.7394,3.19,1
1307,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.7159,0.89,1
1308,ETH,Inflation fears and macro headwinds pressure ETH valuations lower.,-0.726,-1.68,0
1309,GOOGL,Analysts raise price target for GOOGL following strong demand metrics.,0.4511,2.59,1
